,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,y
248,4.593,2.8754,0,0,1,0,1,42.1,1,1,2,-0.036,3.222,1.461,9.665,1,0.998,1.125,0,0,0,1.264,1,0,0,0,2.175,0.014,0,10.502,2.298,0,1,3,1,3.599,2.483,1,8.187,0,0,0
2,3.932,3.2512,0,0,0,0,0,26.7,2,4,0,0.0,3.279,2.585,9.11,0,1.009,1.152,0,0,0,1.092,0,0,0,0,1.942,-0.008,0,0.0,4.891,0,0,0,1,3.076,2.417,0,7.601,0,0,0
155,5.156,2.4524,0,0,0,0,4,55.6,0,6,0,-3.296,3.788,0.75,10.813,16,1.103,1.093,0,0,0,1.225,6,0,0,0,2.532,0.0,0,44.736,1.508,0,0,0,0,3.986,3.271,0,9.007,4,0,0
187,4.414,3.7375,0,0,0,0,0,35.3,3,1,0,1.188,2.812,1.379,9.222,1,0.985,1.134,0,0,0,1.258,0,0,0,0,2.0,0.135,0,10.178,2.133,0,0,0,0,3.467,2.619,0,7.714,0,0,0
837,3.802,2.4475,0,0,0,0,0,30.4,2,0,0,0.0,2.661,1.95,8.394,0,0.96,1.144,0,0,0,1.195,0,0,0,0,1.848,0.108,0,0.0,2.885,0,0,0,0,2.881,1.643,0,6.741,0,0,0
184,4.235,2.7848,0,0,0,0,0,29.6,2,1,0,0.0,2.946,1.975,9.118,1,0.973,1.146,0,0,0,1.168,0,0,0,0,1.962,0.039,0,0.0,3.449,0,0,0,1,3.064,2.093,0,7.229,0,0,0
57,4.17,2.6629,0,0,0,0,0,26.7,3,1,0,0.0,2.4,0.971,8.597,2,0.983,1.152,0,0,0,1.12,0,0,0,0,1.848,0.342,0,0.0,1.542,0,0,0,1,3.0,2.567,0,6.683,0,0,0
215,4.645,1.7575,1,0,0,0,3,45.7,0,3,0,0.0,4.173,0.0,10.642,12,0.993,1.107,0,0,0,1.297,3,0,0,0,2.236,0.0,0,0.0,3.604,0,0,0,0,3.957,2.043,0,9.309,0,0,0
848,3.975,2.9106,0,0,1,0,0,33.3,1,0,1,0.0,3.74,3.322,9.707,0,0.965,1.14,0,0,0,1.228,0,0,0,0,1.978,0.0,0,0.0,8.122,0,0,1,0,3.24,1.8,1,8.146,0,0,0
148,4.414,3.135,0,0,0,0,1,46.2,0,1,0,0.0,2.884,0.802,9.183,2,0.998,1.112,0,0,0,1.264,1,0,0,0,2.101,-0.08,0,0.0,0.975,0,1,0,1,3.566,2.524,0,7.811,0,0,0
112,4.17,2.8963,0,0,0,0,0,30.8,2,1,0,0.0,2.466,0.971,8.597,2,0.989,1.144,0,0,0,1.196,0,0,0,0,1.848,0.363,0,9.505,1.542,0,0,0,0,3.18,2.867,0,7.056,0,0,0
256,5.075,2.9203,0,0,0,0,2,36.4,4,4,0,-0.888,4.159,2.681,10.794,14,0.986,1.132,0,0,0,1.21,1,0,0,0,2.357,0.0,0,25.14,5.828,0,0,0,0,3.795,2.19,0,8.941,2,0,0
100,3.0,1.8205,0,0,0,0,0,22.2,2,1,0,0.0,1.926,0.918,6.594,0,0.998,1.162,0,0,0,1.06,0,0,0,0,1.414,0.826,0,0.0,1.333,0,0,0,1,2.651,3.167,0,5.86,0,0,0
91,4.826,2.731,0,0,6,0,0,25.0,3,3,9,0.0,3.525,1.654,10.121,0,1.007,1.163,0,0,0,1.12,1,0,0,0,2.303,-0.001,0,0.0,1.916,0,0,3,3,3.396,2.5,3,8.023,0,0,0
160,4.842,2.9844,0,0,0,0,2,41.7,2,2,0,-0.87,3.39,1.258,10.136,4,0.998,1.121,0,0,0,1.238,1,0,0,0,2.278,0.004,0,10.482,2.113,0,0,0,1,3.718,2.611,0,8.382,0,0,0
179,4.977,1.8975,0,0,0,0,0,31.6,1,6,0,-0.336,4.19,3.866,10.735,9,0.991,1.142,0,0,0,1.157,1,0,0,0,2.361,0.0,0,11.756,10.593,0,0,0,3,3.497,2.267,0,8.727,0,0,0
197,4.562,3.6148,0,0,0,0,0,25.0,1,3,0,-1.185,2.71,0.918,9.184,2,1.053,1.156,0,0,0,1.066,0,0,0,0,2.0,-0.265,0,9.449,1.521,0,0,0,2,3.424,4.0,0,7.507,0,0,0
105,5.391,3.7046,1,0,0,0,0,26.7,8,4,0,0.0,3.838,1.735,10.648,12,0.979,1.139,0,0,0,1.532,0,0,0,0,2.358,0.0,0,0.0,1.69,0,0,0,0,5.127,2.108,0,9.921,0,0,0
237,4.372,3.5554,0,0,0,0,0,29.2,2,3,0,-0.233,3.138,1.922,9.494,3,1.007,1.147,0,0,0,1.136,0,0,0,0,2.031,-0.026,0,10.251,3.412,0,0,0,0,3.355,2.6,0,7.811,0,0,0
183,3.986,2.958,0,0,0,0,0,32.1,2,1,0,0.0,4.008,3.792,10.039,1,0.965,1.141,0,0,0,1.198,0,0,0,0,1.987,0.0,0,0.0,10.955,0,0,0,1,3.01,1.685,0,8.228,0,0,0
182,3.966,2.9244,0,0,2,0,0,30.8,2,0,2,0.0,3.545,3.146,9.522,0,0.964,1.145,0,0,0,1.194,0,0,0,0,1.97,0.0,0,0.0,6.909,0,0,2,1,3.005,1.618,1,7.749,0,0,0
889,4.236,3.0785,0,0,0,0,0,33.3,1,2,0,-0.664,3.764,3.284,9.867,2,0.975,1.138,0,0,0,1.199,0,0,0,0,1.993,0.0,0,10.324,8.066,0,0,0,1,3.329,2.083,0,8.257,0,0,0
84,4.923,2.7291,0,0,0,0,2,50.0,0,2,0,-0.199,3.266,0.664,10.037,5,1.019,1.104,0,0,0,1.266,3,0,0,0,2.376,-0.008,0,10.843,1.057,0,0,0,0,3.783,2.5,0,8.33,1,0,0
58,5.175,3.9016,0,0,0,1,0,29.6,3,3,0,-0.239,3.227,1.859,10.165,3,1.002,1.146,0,0,0,1.146,0,0,0,0,2.175,0.014,0,10.355,3.341,0,0,0,0,3.389,2.538,0,7.979,0,0,0
156,5.072,3.2754,0,0,0,0,2,40.0,2,4,0,-1.016,3.678,1.875,10.32,10,1.016,1.125,0,0,0,1.21,1,0,0,0,2.349,0.0,0,23.088,2.707,0,0,0,0,3.793,2.667,0,8.642,2,0,0
838,3.0,2.5664,0,0,0,0,0,28.6,0,1,0,0.0,2.022,0.0,7.286,0,1.014,1.149,0,0,0,0.946,1,0,0,0,2.0,-0.541,0,0.0,0.444,0,0,0,0,3.119,2.167,0,6.827,0,0,0
198,4.691,3.9139,0,0,0,0,0,26.7,0,5,0,-2.845,3.138,1.436,9.666,5,1.086,1.153,0,0,0,1.066,0,0,0,0,2.117,0.053,0,19.412,2.428,0,0,0,3,3.49,4.241,0,8.03,0,0,0
60,4.607,2.9443,0,0,0,0,2,42.1,1,1,0,0.0,3.093,1.187,9.631,2,0.987,1.12,0,0,0,1.242,1,0,0,0,2.194,-0.024,0,0.0,1.544,0,1,0,1,3.635,2.315,0,8.009,0,0,0
175,4.963,2.8471,0,0,1,0,2,50.0,0,2,3,-0.995,3.539,0.985,10.277,2,1.02,1.108,0,0,0,1.277,3,0,0,0,2.359,0.001,0,10.582,1.762,0,0,4,1,3.899,2.667,1,8.702,0,0,0
203,4.499,2.8945,1,0,0,0,1,46.7,1,0,0,0.0,3.185,1.125,9.311,0,0.991,1.107,0,0,0,1.323,1,0,1,0,2.136,0.043,0,0.0,1.481,0,0,0,0,3.692,2.16,0,8.337,0,1,0
208,4.562,3.2113,0,0,0,0,2,42.9,0,2,0,0.0,3.025,0.875,9.54,4,1.022,1.119,0,0,0,1.209,1,0,0,0,2.17,0.047,0,0.0,1.14,0,2,0,2,3.646,2.917,0,8.003,0,0,0
146,4.77,2.8938,0,0,0,0,2,41.7,3,0,0,0.0,3.164,1.185,9.882,0,0.966,1.121,0,0,0,1.299,1,0,0,0,2.236,0.012,0,0.0,1.74,0,0,0,0,3.646,1.867,0,8.083,0,0,0
89,4.802,3.0226,0,0,1,0,2,50.0,0,0,2,0.0,3.174,0.0,9.805,0,0.985,1.109,0,0,0,1.359,3,0,0,1,2.323,0.013,0,0.0,0.95,0,0,3,1,3.868,1.981,1,8.357,0,0,0
82,5.814,2.4328,0,0,0,2,0,34.5,3,1,0,0.0,3.227,0.845,10.926,4,0.975,1.136,0,0,0,1.223,3,0,0,0,2.62,0.003,0,0.0,0.811,1,0,0,1,3.693,1.97,0,8.05,0,0,0
49,4.646,3.9619,0,0,0,0,0,34.3,2,5,0,-0.189,3.707,2.587,10.202,10,1.017,1.137,0,0,0,1.184,0,0,0,0,2.107,0.0,0,21.879,6.086,0,0,0,0,3.535,2.775,0,8.578,0,0,0
278,4.0,3.0,0,0,0,0,0,50.0,0,0,0,0.0,2.72,0.0,8.623,0,0.971,1.104,0,0,0,1.316,1,0,0,0,2.0,0.13,0,0.0,0.667,0,0,0,0,3.452,2.0,0,7.573,0,0,0
627,5.138,3.6483,3,0,0,0,4,46.7,0,2,0,-1.188,3.792,1.124,10.297,4,1.085,1.1,0,0,0,1.31,1,0,1,0,2.368,0.004,0,10.567,1.45,0,3,0,1,4.147,3.139,0,9.259,0,3,1
327,5.325,3.1334,4,0,0,0,6,53.3,0,3,0,-1.749,4.054,0.789,10.761,8,1.136,1.082,0,0,0,1.322,3,0,1,0,2.534,0.0,0,22.449,1.13,0,4,0,0,4.276,3.152,0,9.574,2,4,1
708,4.596,2.3621,0,0,0,0,0,30.4,2,0,1,0.0,2.867,0.875,9.54,0,0.969,1.148,0,0,0,1.2,1,0,0,0,2.175,0.037,0,0.0,1.069,0,0,4,1,3.247,1.708,1,7.325,0,0,1
948,4.804,1.7705,0,0,6,0,2,50.0,0,4,6,-0.224,4.203,0.465,10.828,12,1.02,1.108,0,0,0,1.269,3,0,0,0,2.283,0.0,0,23.61,6.12,0,0,6,0,3.741,2.5,2,9.265,0,0,1
964,4.77,3.3541,0,0,2,0,2,37.5,0,2,4,0.0,3.288,1.185,9.882,4,1.039,1.14,0,1,0,1.224,1,0,0,0,2.236,0.015,0,20.154,1.74,0,2,4,2,3.832,3.133,2,8.506,0,0,1
1054,5.076,2.6588,2,0,0,0,4,54.5,0,0,0,0.0,3.792,0.673,10.327,0,1.003,1.089,0,0,0,1.364,2,0,1,0,2.363,-0.001,0,0.0,2.106,0,2,0,0,4.009,2.206,0,9.13,0,2,1
966,5.379,2.2903,0,0,0,0,6,60.7,0,1,0,0.134,3.865,0.463,10.86,4,0.991,1.082,0,0,0,1.355,12,0,0,0,2.551,0.0,0,12.494,1.154,0,0,0,0,4.038,2.148,0,9.074,0,0,1
540,5.359,4.2584,0,0,0,3,0,32.0,9,0,0,0.0,3.51,1.842,10.987,0,0.96,1.141,0,0,0,1.256,0,0,0,0,2.314,-0.001,0,0.0,3.775,0,0,0,0,3.423,1.724,0,8.212,0,0,1
521,4.593,2.3348,0,0,0,0,0,29.6,2,1,2,0.0,3.098,1.461,9.665,0,0.981,1.149,0,0,0,1.17,1,0,0,0,2.175,0.012,0,0.0,2.298,0,0,3,0,3.265,1.833,1,7.58,0,0,1
406,4.947,2.9807,0,0,0,0,2,40.0,2,1,0,0.0,3.266,1.455,9.974,3,0.981,1.125,0,0,0,1.253,1,0,0,0,2.282,-0.007,0,0.0,1.887,0,1,0,1,3.683,2.197,0,8.152,0,0,1
812,5.106,2.5769,0,0,0,0,4,47.1,2,0,0,0.0,3.656,1.0,10.411,0,0.969,1.11,0,0,0,1.311,2,0,0,0,2.384,0.0,0,0.0,2.266,0,0,0,0,3.798,1.854,0,8.644,0,0,1
665,5.446,2.5224,2,0,1,0,3,40.0,1,4,2,0.0,4.116,1.197,10.882,12,1.018,1.111,0,1,0,1.308,2,0,0,0,2.397,0.0,0,21.296,3.431,0,3,2,0,4.719,2.57,1,9.801,0,0,1
452,5.236,2.8937,6,0,0,0,0,33.3,0,0,0,0.0,5.031,0.799,10.434,0,1.043,1.091,0,0,0,1.534,1,1,1,0,2.414,0.004,1,0.0,0.873,0,0,0,0,6.951,2.155,0,13.179,0,6,1
609,3.879,2.8492,0,0,0,0,0,29.6,2,1,0,0.0,2.938,2.281,8.743,2,0.973,1.146,0,0,0,1.169,0,0,0,0,1.902,0.04,0,0.0,3.685,0,0,0,0,2.997,1.833,0,7.135,0,0,1
751,5.342,5.7766,4,0,0,1,0,32.3,4,8,0,-1.429,5.191,4.189,11.504,24,0.979,1.135,0,0,0,1.218,0,0,0,0,2.338,0.0,0,53.149,7.261,0,0,0,0,3.663,1.938,0,9.972,0,0,1
614,4.38,3.3651,0,2,4,0,0,23.1,0,2,4,-0.439,3.343,2.252,9.65,2,1.018,1.173,2,0,0,1.115,0,0,0,0,2.047,-0.008,0,21.129,4.178,0,0,4,6,3.366,3.028,4,8.066,0,0,1
950,4.499,2.3714,0,0,0,0,0,40.0,0,0,0,0.0,2.924,1.125,9.311,0,0.965,1.125,0,0,0,1.266,1,0,0,0,2.136,0.039,0,0.0,1.481,1,0,0,0,3.304,1.854,0,7.542,0,0,1
1017,4.861,1.9254,0,0,0,0,0,35.7,0,0,0,0.0,3.092,0.0,9.863,0,0.963,1.133,0,0,0,1.222,3,0,0,0,2.303,-0.006,0,0.0,1.047,2,0,0,0,3.309,1.467,0,7.533,0,0,1
677,5.029,2.7083,0,0,3,0,3,46.2,1,0,3,0.0,3.479,1.139,10.174,0,0.977,1.115,0,0,0,1.312,3,0,0,0,2.369,0.001,0,0.0,1.808,0,1,3,1,3.875,1.923,1,8.536,0,0,1
570,5.392,2.6779,2,0,2,0,6,36.8,0,6,4,0.0,4.264,1.018,11.255,12,1.043,1.121,0,0,0,1.244,2,0,0,0,2.416,0.0,0,45.607,4.149,0,4,4,6,4.747,3.16,2,10.25,0,0,1
821,4.562,2.931,0,1,0,0,0,33.3,0,2,2,-0.603,3.052,0.875,9.54,2,1.062,1.153,1,0,0,1.166,1,0,0,0,2.17,0.05,0,20.392,1.14,0,0,4,2,3.587,3.292,2,8.026,0,0,1
486,4.835,2.2543,0,0,3,0,3,53.8,0,0,4,0.0,3.666,0.0,10.423,0,0.982,1.099,0,0,0,1.354,4,0,0,1,2.417,0.0,0,0.0,2.345,0,0,4,1,3.942,1.944,1,8.839,0,0,1
930,6.294,7.4499,0,0,0,9,0,30.6,2,1,0,0.0,4.487,1.805,12.164,1,1.255,1.333,0,0,0,0.906,0,0,0,0,2.676,0.0,0,0.0,4.437,0,0,0,1,3.97,5.628,0,9.463,0,20,1
626,5.511,2.626,3,0,0,0,4,48.0,0,2,0,0.0,4.046,0.732,10.806,8,1.032,1.092,0,0,0,1.347,2,0,1,0,2.42,0.0,0,24.34,2.731,0,4,0,0,4.738,2.694,0,9.875,0,2,1
582,4.732,3.6508,0,0,0,0,0,20.0,0,0,9,0.0,3.146,0.881,9.803,0,1.041,1.199,0,0,0,1.146,1,0,0,0,2.236,-0.028,0,0.0,0.95,0,0,0,6,3.775,2.889,6,8.228,0,0,1
503,5.0,3.5426,3,0,0,1,0,25.0,2,0,0,0.0,3.224,0.722,9.657,0,1.078,1.135,0,0,1,1.366,0,0,0,0,2.0,0.389,0,0.0,0.8,0,0,0,0,4.227,3.117,0,8.859,0,3,1
628,4.732,3.0271,0,0,1,0,1,40.0,0,0,2,0.0,3.08,1.187,9.642,0,0.976,1.129,0,0,0,1.27,1,0,0,0,2.194,-0.024,0,0.0,1.659,0,1,2,0,3.601,1.963,1,7.982,0,0,1
1029,3.802,2.8705,2,0,0,0,0,26.7,2,1,0,0.0,3.2,1.95,8.394,0,1.026,1.145,0,0,0,1.197,0,0,0,0,1.848,0.139,0,0.0,2.885,0,0,0,0,3.57,2.532,0,8.378,0,2,1
493,5.003,3.0607,0,0,1,0,3,50.0,0,1,3,0.0,3.367,0.629,10.084,2,1.004,1.109,0,0,0,1.295,3,0,0,0,2.351,0.004,0,0.0,1.075,0,1,3,1,3.895,2.364,1,8.515,0,0,1
633,4.75,2.0515,0,0,5,0,3,40.9,3,0,7,0.0,3.859,1.491,10.536,0,0.976,1.126,0,0,0,1.282,2,0,0,1,2.285,0.0,0,0.0,4.361,0,3,8,2,3.689,1.908,2,8.765,0,0,1
786,4.562,3.17,0,0,1,0,2,40.0,0,1,2,0.0,3.011,0.875,9.54,2,1.005,1.13,0,0,0,1.226,1,0,0,0,2.17,0.046,0,0.0,1.14,0,2,2,3,3.639,2.667,1,7.986,0,0,1
996,5.086,2.4664,1,0,0,1,0,30.8,2,1,0,0.0,2.929,1.39,9.812,0,1.014,1.14,0,0,0,1.169,1,0,1,0,2.38,0.126,0,0.0,1.372,1,0,0,0,3.699,2.31,0,8.194,0,1,1
811,5.451,2.5976,4,0,0,0,4,42.4,1,2,0,0.0,4.191,1.113,10.865,8,1.013,1.099,0,0,0,1.36,2,0,1,0,2.409,0.0,0,0.0,3.05,0,4,0,0,4.72,2.293,0,9.912,0,2,1
501,4.971,2.3195,2,0,0,0,3,52.0,0,0,0,0.0,3.837,0.648,10.338,0,0.998,1.095,0,0,0,1.352,2,0,1,0,2.322,0.0,0,0.0,2.758,0,1,0,0,3.926,2.17,0,9.118,0,2,1
413,5.375,3.2786,0,0,0,1,3,39.3,4,1,0,0.0,3.351,1.124,10.524,3,0.978,1.126,0,0,0,1.266,1,0,0,0,2.368,0.004,0,0.0,1.671,0,1,0,1,3.766,2.188,0,8.354,0,0,1
532,4.303,3.0128,3,0,0,0,0,27.3,2,0,0,0.0,3.295,1.459,8.815,0,1.046,1.136,0,0,0,1.28,0,0,1,0,1.932,-0.226,0,0.0,1.745,0,0,0,0,3.819,2.778,0,8.704,0,3,1
481,5.0,2.039,0,0,0,0,0,45.5,0,0,0,0.0,3.196,0.0,10.284,0,0.968,1.113,0,0,0,1.35,6,0,0,0,2.518,0.003,0,0.0,0.912,4,0,0,0,3.633,1.633,0,8.066,0,0,1
491,4.414,3.201,0,0,0,0,0,38.5,0,0,3,0.0,2.883,0.802,9.183,0,0.998,1.141,0,0,0,1.252,1,0,0,0,2.101,-0.081,0,0.0,0.975,0,1,4,2,3.579,2.381,2,7.834,0,0,1
724,3.932,2.7496,2,0,0,0,0,31.3,2,0,0,0.0,4.294,2.585,9.11,0,0.974,1.133,0,0,0,1.306,0,1,0,0,1.942,-0.006,1,0.0,4.891,0,0,0,0,6.867,1.708,0,12.258,0,2,1
355,4.982,2.3549,0,0,2,0,0,40.0,0,2,2,-0.186,3.329,0.762,10.226,6,1.015,1.129,0,0,0,1.216,3,0,0,0,2.424,0.004,0,22.106,1.027,2,0,2,1,3.673,2.682,1,8.272,0,0,1
571,5.35,2.0188,4,0,0,0,12,53.3,0,7,0,-5.135,4.7,0.899,11.524,18,1.062,1.092,0,0,0,1.297,6,0,1,0,2.522,0.0,0,49.639,5.027,0,4,0,2,4.18,2.932,0,10.094,2,4,1
458,5.459,3.6981,0,0,0,2,4,37.5,6,3,0,-1.093,3.762,1.162,11.1,8,0.993,1.13,0,0,0,1.233,1,0,0,0,2.467,0.0,0,11.22,1.737,0,1,0,2,3.883,2.546,0,8.814,0,0,1
642,4.923,3.5053,0,0,1,0,2,41.2,1,2,3,0.0,3.278,1.185,9.911,4,1.024,1.127,0,1,0,1.254,1,0,0,0,2.267,0.015,0,20.455,1.563,0,1,2,0,3.854,2.933,1,8.499,0,0,1
963,4.523,3.7332,2,0,0,0,0,28.6,4,1,0,0.0,3.362,1.837,9.454,0,1.008,1.143,0,0,0,1.208,0,0,1,0,2.074,0.043,0,0.0,2.57,0,0,0,0,3.618,2.377,0,8.51,0,2,1
1038,5.236,3.778,5,0,0,0,6,46.7,1,0,0,0.0,5.013,0.799,10.434,0,1.045,1.058,0,0,0,1.58,1,1,0,0,2.414,0.004,1,0.0,0.873,0,5,0,0,6.982,2.146,0,13.184,0,5,1
682,5.352,2.415,0,0,0,0,5,56.0,0,3,0,-0.514,3.807,0.682,10.784,11,1.021,1.092,0,0,0,1.291,6,0,0,0,2.518,0.0,0,24.305,1.322,0,1,0,1,3.968,2.686,0,8.971,0,0,1
480,4.783,2.289,0,0,0,0,0,42.9,1,0,0,1.669,3.072,1.057,9.982,0,0.967,1.119,0,0,0,1.324,3,0,0,0,2.413,0.012,0,0.0,1.358,2,0,0,0,3.594,1.704,0,7.933,0,0,1
693,4.414,3.1806,0,0,0,0,0,42.9,1,0,1,0.0,2.868,0.802,9.183,0,0.982,1.125,0,0,0,1.295,1,0,0,0,2.101,-0.077,0,0.0,0.975,0,0,3,0,3.579,2.095,1,7.821,0,0,1
933,4.732,3.1657,0,0,0,0,3,42.9,3,0,0,0.0,3.075,0.881,9.803,0,0.967,1.119,0,0,0,1.331,1,0,0,0,2.236,-0.023,0,0.0,0.95,0,0,0,0,3.69,1.889,0,8.082,0,0,1
824,5.092,2.0631,0,0,3,0,5,51.5,0,2,4,-0.32,3.945,0.548,10.725,6,1.002,1.103,0,0,0,1.304,4,0,0,0,2.412,0.0,0,12.207,3.461,0,2,3,2,3.924,2.375,1,9.072,0,0,1
758,5.262,4.7497,4,0,0,0,0,23.1,3,4,0,0.0,3.907,2.217,10.2,9,1.051,1.143,0,0,0,1.207,0,0,0,0,2.25,-0.002,0,11.647,2.369,0,0,0,0,4.416,2.831,0,9.522,0,3,1
335,5.004,3.5241,3,1,3,0,4,37.5,0,0,4,0.0,3.71,1.16,10.116,0,1.052,1.13,1,0,0,1.319,1,0,1,0,2.327,-0.008,0,0.0,1.268,0,4,3,3,4.102,2.682,2,9.166,0,3,1
699,5.325,2.5675,0,0,2,1,3,40.0,4,1,3,1.306,3.647,1.25,10.764,2,0.982,1.127,0,0,0,1.265,3,0,0,0,2.447,0.0,0,0.0,1.996,1,2,5,1,3.826,1.964,1,8.634,0,0,1
985,4.842,3.2355,0,0,0,0,0,41.2,0,4,2,-2.3,3.459,1.258,10.136,6,1.069,1.127,0,0,0,1.18,1,0,0,0,2.278,0.005,0,20.567,2.113,0,0,3,2,3.771,3.472,1,8.551,0,0,1
539,5.697,2.6497,0,0,6,1,1,41.4,1,3,6,-1.903,3.768,0.972,10.864,10,1.021,1.128,0,0,0,1.235,2,0,0,0,2.511,0.0,0,35.007,1.861,0,0,2,2,3.82,2.789,2,8.806,0,0,1
672,5.535,2.4918,8,0,0,1,8,41.2,4,2,0,0.0,5.587,1.707,11.349,6,1.017,1.097,0,0,0,1.429,2,1,0,0,2.484,0.0,1,0.0,4.711,0,6,0,0,6.912,2.073,0,13.654,0,8,1
752,5.291,4.2076,0,0,0,1,0,32.0,3,3,0,-0.561,3.262,1.686,10.308,7,1.007,1.141,0,0,0,1.185,0,0,0,0,2.244,0.014,0,21.759,2.733,0,0,0,0,3.567,2.871,0,8.163,0,0,1
414,4.958,3.1448,0,0,0,0,3,40.0,3,1,0,0.0,3.272,1.16,10.099,3,0.981,1.125,0,0,0,1.268,1,0,0,0,2.303,-0.007,0,0.0,1.602,0,1,0,1,3.731,2.212,0,8.236,0,0,1
585,4.838,2.2234,0,0,2,0,0,33.3,0,0,6,1.397,3.229,0.0,9.909,0,0.977,1.145,0,0,0,1.22,3,0,0,0,2.291,0.004,0,0.0,1.145,0,0,5,0,3.502,1.697,2,7.886,0,0,1
621,5.509,5.4486,2,0,0,0,0,29.6,6,1,0,0.0,5.083,2.383,10.95,6,0.961,1.132,0,0,0,1.397,0,0,0,0,2.414,0.0,0,0.0,3.022,0,0,0,0,10.428,1.604,0,14.7,0,0,1
635,4.88,1.8312,0,0,1,0,1,40.0,0,2,4,0.0,3.6,0.0,10.272,0,0.998,1.127,0,0,0,1.195,3,0,0,0,2.375,0.0,0,0.0,2.221,0,1,4,0,3.627,1.956,1,8.602,0,0,1
980,5.333,2.0991,1,0,0,0,6,41.5,6,4,0,0.0,4.4,0.956,11.313,15,0.989,1.117,0,0,0,1.284,3,0,0,0,2.394,0.0,0,13.711,3.349,0,3,0,0,4.441,2.135,0,9.741,0,0,1
946,4.935,3.5136,3,0,0,0,4,46.2,0,1,0,0.0,4.069,0.861,10.06,2,1.066,1.091,0,0,0,1.379,1,1,1,0,2.303,0.014,1,0.0,1.047,0,4,0,1,6.88,2.764,0,11.635,0,3,1
447,4.975,3.2319,0,0,2,0,2,37.9,2,2,1,-0.432,3.525,1.733,10.222,6,0.998,1.132,0,0,0,1.222,1,0,0,0,2.311,0.001,0,11.023,2.571,0,1,0,1,3.713,2.381,1,8.464,0,0,1
419,4.845,2.7759,0,0,0,0,2,36.8,2,2,0,0.0,3.601,2.125,10.029,6,0.984,1.131,0,0,0,1.217,1,0,0,0,2.27,0.0,0,0.0,3.574,0,2,0,0,3.678,1.958,0,8.337,0,0,1
384,4.562,3.1356,2,0,0,0,2,50.0,0,0,0,0.0,4.225,0.875,9.54,0,1.009,1.077,0,0,0,1.482,1,1,0,0,2.17,0.043,1,0.0,1.14,0,2,0,0,6.886,2.104,0,12.272,0,2,1
459,5.295,3.5985,5,0,0,0,4,35.7,0,4,0,-0.016,4.233,1.846,10.866,11,1.063,1.116,0,0,0,1.297,1,0,1,0,2.394,0.0,0,11.888,3.082,0,3,0,0,4.432,2.794,0,9.894,0,4,1
418,4.817,2.0469,0,0,0,0,2,39.4,2,2,0,0.0,3.573,1.169,10.26,3,0.988,1.126,0,0,0,1.215,2,0,0,0,2.301,0.0,0,0.0,3.268,0,1,0,0,3.665,1.967,0,8.497,0,0,1
473,5.003,2.9434,0,0,3,0,3,50.0,0,0,3,0.0,3.347,0.629,10.084,0,0.982,1.108,0,0,0,1.321,3,0,0,0,2.351,0.004,0,0.0,1.075,0,1,2,2,3.876,2.091,1,8.48,0,0,1
432,4.807,3.3155,1,0,0,0,3,43.8,1,1,0,0.0,3.297,0.881,9.833,2,1.012,1.113,0,0,0,1.296,1,0,1,0,2.246,-0.025,0,0.0,1.06,0,2,0,1,3.921,2.568,0,8.562,0,1,1
