,glcm_pan,mean_g,mean_r,mean_nir,sd_plan,y
2803,118.257129,202.085938,90.210938,360.375,21.284988,1
1007,156.109375,326.0,263.75,360.5,33.081103,1
2551,127.897246,216.783333,102.316667,360.616667,28.184511,1
2800,125.43362,289.343284,181.223881,361.089552,12.039902,1
2334,110.602273,185.181818,80.272727,361.272727,49.787648,1
4608,125.810934,195.535714,102.678571,361.321429,15.270144,0
4598,109.966387,194.6,99.533333,361.4,23.747187,0
2713,134.480712,187.835294,81.894118,361.4,16.488536,1
3216,123.246382,193.672727,83.993939,361.436364,25.539897,1
3230,111.271967,196.933333,87.466667,361.6,28.378024,1
4455,140.670259,197.206897,116.931035,361.62069,15.922822,0
1541,143.281369,178.88,78.8,361.7,13.435014,1
919,94.75,325.666667,189.333333,362.333333,37.875894,1
920,115.145833,325.666667,189.333333,362.333333,29.488227,1
4700,132.480025,198.336634,104.633663,362.623762,17.361007,0
2265,131.342649,202.846154,88.288462,362.942308,20.980646,1
1151,116.965278,187.833333,76.944444,362.944444,22.956212,1
1485,113.936464,207.608696,91.826087,363.391304,17.618945,1
1523,121.142857,192.882353,81.735294,363.558824,19.111311,1
2528,135.085761,223.384615,114.564103,363.717949,20.56212,1
4404,142.864706,185.3125,77.5625,363.75,16.219081,1
2769,121.781321,196.572727,86.163636,363.963636,33.015453,1
1726,115.4125,199.4,88.8,364.0,9.152049,1
1268,110.171875,203.0,84.0,364.0,44.815594,1
1725,145.786164,199.4,88.8,364.0,12.705904,1
4584,131.375551,187.368421,76.929825,364.017544,24.130991,1
4229,132.038776,200.274039,95.322115,364.028846,34.259417,1
69,141.57423,199.244444,127.333333,364.177778,15.219286,0
2429,97.981818,199.714286,85.142857,364.285714,21.405702,1
926,128.750789,204.55,94.325,364.5,14.87395,1
4834,123.554348,202.826087,106.391304,364.565217,17.314068,1
4361,136.566667,196.388889,86.666667,364.666667,24.784379,1
1551,117.226601,181.588235,79.235294,364.745098,24.434787,1
4375,120.915179,194.285714,86.0,364.857143,28.254402,1
3819,126.398295,412.721519,196.93038,364.924051,10.981777,1
3775,134.665428,205.451613,96.543011,365.080645,30.571782,1
3726,132.826746,200.189655,91.12931,365.275862,26.978318,1
2302,123.91897,195.01,84.09,365.3,25.919367,1
2067,135.527907,200.555556,90.962963,365.333333,11.078966,1
995,130.324519,302.346154,221.576923,365.5,21.086326,1
4398,139.014286,183.272727,78.772727,365.590909,15.501599,1
3470,131.452889,232.181818,137.710744,365.603306,16.736437,1
2628,117.799342,234.947368,127.421053,365.684211,29.341999,1
4073,128.363636,222.972973,120.364865,365.972973,47.201354,1
2612,137.149552,208.0,104.923077,366.054945,32.80093,1
825,113.122807,259.833333,157.555556,366.111111,16.626247,1
3506,113.122807,259.833333,157.555556,366.111111,16.626247,1
2764,115.841912,200.441177,87.323529,366.117647,36.643058,1
2262,116.963816,189.157895,78.842105,366.578947,22.953886,1
3205,111.92967,198.438597,87.438596,366.614035,31.250229,1
3115,145.854167,216.333333,93.666667,366.666667,11.308797,1
1172,137.275261,248.555556,140.0,366.833333,19.434362,1
806,135.31746,215.416667,97.083333,366.833333,14.761766,1
2933,136.485952,202.030303,87.767677,366.868687,19.644675,1
1788,120.803738,188.037037,87.222222,367.074074,17.915286,1
2221,132.248999,188.063415,78.395122,367.42439,20.621888,1
3243,141.18716,200.258621,90.293103,367.448276,21.076781,1
4636,132.834753,189.864865,96.432432,367.45946,21.006451,0
279,130.229798,192.52,88.2,367.48,13.049077,1
3201,129.560393,198.088889,81.844444,367.555556,37.565127,1
1173,135.794454,231.48052,128.779221,367.662338,22.967495,1
3313,112.856021,197.208333,87.291667,367.708333,27.881912,1
869,127.294737,268.0,178.333333,367.916667,17.114606,1
3637,129.766763,188.664122,79.122137,368.137405,41.628916,1
2718,110.301047,191.083333,81.916667,368.25,20.506732,1
4112,119.214179,293.130952,203.380952,368.619048,34.444367,1
3613,136.481389,189.78808,79.298013,368.827815,18.62708,1
1944,135.491254,192.781609,83.804598,369.252874,19.585161,1
2372,128.959807,200.974359,86.179487,369.461539,23.227288,1
4080,126.804,273.75,170.25,369.5,21.40057,1
4042,87.140625,417.0,256.5,369.5,28.442925,1
1054,114.109319,281.485714,170.657143,369.542857,19.75036,1
734,144.954546,211.363636,92.272727,369.545455,17.726573,1
4454,128.806692,183.882353,96.176471,369.588235,16.438835,0
4407,137.873684,180.833333,75.0625,369.75,21.953302,1
3822,133.942708,298.083333,167.75,370.083333,64.231785,1
3273,129.437225,195.30131,84.179039,370.20524,22.072286,1
4448,126.795806,204.45614,110.491228,370.298246,16.440179,0
2824,134.711635,204.067797,92.785311,370.333333,19.206854,1
4299,141.597723,184.242424,75.939394,370.878788,12.786083,1
4666,126.332183,202.39726,119.712329,370.958904,23.434012,0
1010,148.5,254.0,153.0,371.0,22.076232,1
894,126.6,266.7,156.6,371.3,23.199353,1
3605,134.363504,193.829457,81.837209,371.325581,20.962914,1
3432,130.280702,223.483607,115.647541,371.393443,30.155942,1
678,138.527859,196.441861,85.069767,371.511628,16.502192,1
4262,126.500288,208.160551,92.541284,371.582569,31.429897,1
4263,129.603762,198.64486,88.0,371.738318,42.908615,1
4322,129.850394,285.75,168.0,371.75,32.061464,1
979,129.605449,308.693548,201.580645,371.822581,29.867327,1
4673,126.028947,181.125,87.875,371.875,17.425586,1
1812,136.38843,187.0,83.521739,372.043478,13.335854,1
2802,128.183051,194.108108,85.027027,372.108108,26.942896,1
16,127.835697,201.358491,116.509434,372.132076,23.929111,0
1044,125.667712,236.6,133.325,372.55,20.147441,1
3682,137.681497,203.88764,92.370787,372.595506,23.527081,1
543,138.367089,206.8,85.8,372.6,20.05561,1
4117,106.171875,281.125,208.125,372.75,23.940029,1
4808,122.662429,352.573034,233.370787,372.865169,21.703584,1
3925,132.752052,193.923913,88.820652,373.065217,24.262271,1
2253,134.78733,186.0,78.285714,373.142857,14.440059,1
467,129.425183,184.721154,81.221154,373.307692,19.061515,1
4507,117.101952,196.344828,88.551724,373.586207,17.906083,1
3636,123.055556,232.647059,124.411765,373.588235,41.857974,1
3132,134.6625,206.8,91.6,373.6,17.874283,1
3399,97.642857,193.142857,82.428571,373.714286,19.920249,1
956,130.954942,185.162791,81.813953,373.790698,19.536434,1
54,132.404776,201.305556,125.407407,373.805556,23.220295,0
3366,134.914798,206.0,85.982143,373.821429,17.99106,1
1004,109.330986,332.444444,221.0,374.0,44.981478,1
878,114.2875,199.0,92.0,374.0,19.825236,1
3973,132.116667,450.6,306.8,374.0,82.218787,1
2746,123.32992,201.27907,89.813953,374.046512,26.167844,1
1051,154.158683,291.809524,178.142857,374.476191,17.247038,1
4825,127.53125,200.25,82.75,374.5,20.197463,1
4420,121.546875,178.5,82.5,374.5,20.086921,0
833,134.703593,308.904762,208.0,374.809524,11.033036,1
2721,133.224242,197.25,88.846154,374.817308,17.657407,1
1341,152.375,197.0,83.6,375.0,15.615377,1
2395,137.165049,205.769231,91.961538,375.038462,25.824081,1
3455,129.035831,229.551724,114.482759,375.051724,37.052655,1
2938,142.054688,204.75,90.625,375.125,18.261875,1
250,112.756667,184.0,79.368421,375.421053,26.515662,1
2103,127.717626,190.628571,85.371429,375.428571,30.931577,1
1020,112.048077,252.461539,144.384615,375.692308,24.609134,1
3825,129.015665,236.55184,130.869565,375.852843,29.515514,1
1042,71.71875,346.0,217.0,376.0,31.5,1
1045,51.0,346.0,217.0,376.0,0.0,1
4012,142.165179,242.571429,148.285714,376.142857,25.478282,1
2305,148.160156,193.0,83.0,376.5,20.481699,1
1078,133.809352,194.057143,87.114286,376.657143,19.913814,1
3163,137.513218,193.26087,84.681159,376.710145,16.836413,1
2910,116.980057,195.045455,85.787879,376.727273,39.672433,1
1983,127.763733,255.052632,139.094737,376.842105,18.475726,1
4556,116.716535,190.875,83.3125,376.875,24.859292,1
970,87.703125,351.0,261.0,377.0,10.173495,1
3820,111.6875,392.538462,208.230769,377.076923,54.770095,1
2827,115.005054,212.045977,95.804598,377.505747,18.750759,1
4751,131.183246,201.916667,84.25,377.666667,15.711593,1
4306,132.223517,177.5,78.568966,377.758621,20.397552,1
2339,127.872211,208.516129,95.967742,377.774194,28.864389,1
2148,134.229111,198.7,86.142857,377.957143,28.896723,1
4403,132.325,203.6,120.68,378.32,24.002867,0
4188,96.791667,493.333333,339.0,378.333333,103.536494,1
2430,129.268775,278.416667,160.416667,378.5,16.329719,1
3120,123.776224,203.555556,90.080808,378.616162,18.241826,1
3981,126.412337,444.827451,229.207843,378.819608,7.115902,1
1014,149.225225,250.952381,148.952381,379.095238,27.953882,1
3413,135.422857,194.022727,85.306818,379.397727,22.06817,1
3832,117.424809,271.486487,170.756757,379.567568,24.111653,1
3544,126.05615,195.0,89.489362,379.744681,28.286896,1
842,148.248918,316.827586,207.586207,380.034483,38.422335,1
4702,121.506731,205.557252,116.992366,380.045802,16.243826,0
917,122.847826,352.786885,265.934426,380.098361,18.186528,1
955,134.924528,213.058824,91.941176,380.411765,31.23823,1
2924,130.205947,203.798246,88.631579,380.885965,22.950643,1
1097,125.788117,194.125,89.446429,380.982143,16.958373,1
3465,129.640156,240.828194,139.057269,381.030837,13.364759,1
1955,132.137529,182.222222,92.740741,381.037037,35.23186,1
18,106.242105,221.75,140.0,381.166667,18.903263,0
974,132.272936,285.690909,174.981818,381.381818,24.044559,1
1024,100.710938,264.625,140.75,381.75,9.192388,1
4108,144.26009,240.464286,135.071429,381.821429,18.584439,1
4513,129.145161,194.257143,80.085714,382.085714,15.100047,1
4803,122.624194,185.461539,77.871795,382.102564,19.384039,1
4753,139.784131,185.907407,83.296296,382.166667,16.939708,1
4318,129.49382,204.947712,92.366013,382.640523,25.475827,1
3265,141.242678,188.066667,83.333333,382.8,18.091864,1
3957,131.310618,197.95,84.35,383.05,18.723381,1
1463,130.809264,207.26087,92.652174,383.173913,26.830632,1
1892,131.013725,197.375,85.25,383.375,35.518866,1
70,127.218812,190.314961,110.102362,383.393701,19.666454,0
4171,138.737705,308.925926,156.259259,383.407407,14.430763,1
1791,134.849088,194.06579,82.394737,383.407895,23.901731,1
1237,113.138801,196.6,84.1,383.55,19.721245,1
204,113.1875,184.8,74.6,383.7,24.976789,1
1910,131.18,186.25,79.5,384.0,16.381082,1
1016,183.28125,328.0,223.0,384.0,7.0,1
1015,0.0,328.0,223.0,384.0,0.0,1
1121,127.259402,212.523077,98.692308,384.092308,21.404728,1
2398,101.291667,201.111111,82.111111,384.111111,8.178563,1
1143,127.457237,187.105263,75.421053,384.210526,18.597054,1
4642,128.631954,207.295455,97.568182,384.295455,16.74409,1
3256,140.153453,198.408163,86.22449,384.489796,21.952487,1
2743,132.963158,205.875,86.0,384.5,15.740076,1
1135,121.646648,220.0,106.622222,384.577778,14.658516,1
2700,111.944773,202.125,84.09375,384.71875,26.02656,1
4120,123.051606,254.345455,149.672727,384.727273,56.1796,1
1136,119.799145,211.0,96.933333,384.733333,22.320295,1
4349,122.792453,199.740741,108.481482,384.740741,23.018906,1
3474,117.203235,236.555556,139.589744,384.74359,10.077463,1
3861,134.160415,494.082397,346.059925,384.88764,48.084962,1
2178,135.986188,245.73913,124.26087,384.913044,24.523127,1
2301,104.594595,196.285714,83.071429,385.0,25.26674,1
4582,120.34375,196.0,84.0,385.0,32.678569,1
4273,112.252414,208.076923,91.659341,385.10989,31.139639,1
286,132.118936,201.875,90.825,385.175,23.071573,1
3217,120.199678,190.179487,84.461538,385.179487,34.641263,1
4210,127.932365,249.337349,152.572289,385.222892,32.628435,1
3671,121.537109,334.53125,221.515625,385.359375,46.650836,1
3279,89.290909,192.0,86.571429,385.428571,16.96936,1
3493,105.648936,274.0,156.5,385.5,31.579265,1
2942,123.307558,269.825688,148.513762,385.59633,15.628779,1
2001,149.345912,210.7,98.4,385.6,15.383433,1
3231,113.800315,204.9,91.625,385.825,30.435988,1
3212,113.805921,197.421053,84.789474,385.894737,45.53456,1
952,133.795455,203.818182,95.454545,385.909091,17.690638,1
1450,145.216019,205.115385,92.692308,385.923077,18.612086,1
1033,121.0375,377.3,289.1,386.0,14.847222,1
4189,117.493056,513.555556,347.444444,386.111111,104.439243,1
3609,126.722636,196.581818,87.863636,386.290909,33.060061,1
4464,125.945607,173.533333,79.133333,386.333333,12.331351,1
3497,131.642857,192.660377,80.792453,386.509434,19.536221,1
3859,130.686352,211.902778,99.715278,386.534722,42.954549,1
3805,126.125296,249.567723,150.527378,386.997118,27.306223,1
3873,138.313996,206.955882,100.661765,387.029412,22.641023,1
2975,137.858628,186.491803,83.508197,387.081967,16.861642,1
2998,128.819836,188.637681,83.507246,387.304348,23.796219,1
2784,124.678832,308.742857,204.628571,387.485714,7.588606,1
3197,138.469965,196.444444,86.222222,387.555556,15.504679,1
3229,137.4525,195.24,84.96,387.56,25.091002,1
2292,134.516216,191.514286,80.971429,387.6,24.119685,1
965,120.99375,343.25,237.675,387.65,25.169314,1
1925,137.222314,194.828947,84.315789,387.697368,25.988291,1
4354,133.752976,179.714286,85.238095,387.809524,19.732221,1
1865,143.364583,196.666667,85.333333,388.0,20.177683,1
237,135.208955,202.618182,94.709091,388.018182,27.492725,1
4358,125.074803,254.8125,147.5,388.25,20.224424,0
2804,137.197708,202.636364,92.363636,388.454546,27.9378,1
2290,125.828125,228.25,102.0,388.5,28.796701,1
255,132.865598,196.92233,84.873786,388.747573,14.852751,1
3010,131.458498,295.75,172.375,388.75,27.143139,1
1106,137.688112,204.222222,89.533333,388.777778,22.01555,1
2320,139.172956,194.7,80.4,388.9,22.908514,1
967,112.908654,394.538462,231.153846,389.0,19.234769,1
3949,129.830357,194.619048,89.619048,389.190476,24.614949,1
2008,132.08548,202.925926,93.185185,389.277778,19.205909,1
2275,119.780564,212.8,89.55,389.35,35.337515,1
4544,124.070892,200.728814,119.355932,389.389831,17.663831,0
942,116.419643,180.571429,75.285714,389.571429,17.295747,1
2931,131.503958,199.461539,88.398601,389.748252,24.943012,1
2580,117.211539,244.956522,154.826087,389.869565,28.670279,1
4356,116.948953,214.5625,127.75,390.208333,23.070506,0
4355,116.948953,214.5625,127.75,390.208333,23.070506,0
